"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","pass_flag"
"14464","1114932","20442","Restaurant","Risk 1 (High)",2013-07-24,"Canvass","Pass",0,0,2,0,0,0,3,1.26849315068493,0,1
"65902","1324636","20451","Restaurant","Risk 1 (High)",2013-08-26,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"19379","1114519","20464","Restaurant","Risk 1 (High)",2012-10-23,"Canvass","Pass",0,0,5,0,0,0,4,1.33698630136986,0,1
"15654","1345498","20464","Restaurant","Risk 1 (High)",2013-08-29,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,5,0.849315068493151,0,0
"49511","1322519","20476","Restaurant","Risk 1 (High)",2013-05-29,"Canvass","Pass",0,0,1,0,0,0,1,0,0,1
"10140","1184483","20477","Restaurant","Risk 1 (High)",2012-07-30,"Canvass","Pass",0,0,3,0,0,0,3,1.42739726027397,0,1
"49475","1114418","20479","Other","Risk 1 (High)",2012-08-16,"Canvass","Pass",0,0,5,0,0,0,4,1.47123287671233,0,1
"13573","1292325","20479","Other","Risk 1 (High)",2013-02-13,"Canvass","Pass",0,0,2,0,0,0,5,0.495890410958904,0,1
"76531","588260","20481","Restaurant","Risk 1 (High)",2012-02-17,"Canvass","Pass w/ Conditions",0,1,3,0,0,1,3,0,0,0
"74575","1114331","20481","Restaurant","Risk 2 (Medium)",2012-06-14,"Canvass","Pass",0,0,2,0,0,0,0,0,0,1
"10611","1114353","20481","Restaurant","Risk 2 (Medium)",2012-07-02,"Canvass","Pass",0,0,0,0,0,0,2,0.0493150684931507,0,1
"62489","1138933","20481","Restaurant","Risk 1 (High)",2013-05-09,"Canvass","Pass",0,0,2,0,1,0,1,0.304109589041096,0,1
"14404","1092221","2048183","Restaurant","Risk 1 (High)",2012-12-05,"Canvass","Fail",0,1,3,0,0,0,0,2,0,0
"40844","1322423","2048183","Restaurant","Risk 1 (High)",2013-03-18,"Canvass","Pass",0,0,2,0,0,1,3,0.26027397260274,0,1
"92013","539579","2048240","Restaurant","Risk 1 (High)",2011-12-19,"Canvass","Fail",0,1,2,0,0,0,2,0.953424657534247,0,0
"89766","1229492","2048240","Restaurant","Risk 1 (High)",2012-06-08,"Canvass","Pass",0,0,5,0,0,1,2,0.446575342465753,0,1
"77507","1166253","2048240","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Pass",0,0,0,0,0,0,3,0.265753424657534,0,1
"27236","1235102","2048270","Grocery Store","Risk 3 (Low)",2012-09-07,"Canvass","Fail",0,1,2,0,0,1,4,1.12054794520548,0,0
"64502","588267","2048281","Restaurant","Risk 1 (High)",2012-02-24,"Canvass","Fail",0,1,7,0,0,0,2,1,0,0
"15643","1138884","2048358","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,3,0,1,0,2,1.14794520547945,0,1
"10806","1134549","2048386","Restaurant","Risk 1 (High)",2012-09-13,"Canvass","Pass",0,0,5,0,0,0,6,1.13698630136986,0,1
"66049","1324599","2048386","Restaurant","Risk 1 (High)",2013-08-06,"Canvass","Pass",0,0,3,0,0,0,5,0.895890410958904,0,1
"7542","1313358","2048462","Other","Risk 3 (Low)",2012-12-26,"Canvass","Pass",0,0,2,0,0,0,0,2,0,1
"36858","660237","2048467","Restaurant","Risk 1 (High)",2011-10-20,"Canvass","Pass w/ Conditions",0,1,3,0,0,1,6,1.21095890410959,0,0
"24670","1106266","2048467","Restaurant","Risk 1 (High)",2012-06-27,"Canvass","Fail",2,1,6,0,0,1,3,0.687671232876712,0,0
"73718","1194299","2048477","Restaurant","Risk 1 (High)",2012-05-23,"Canvass","Fail",0,0,0,0,0,0,4,0.978082191780822,0,0
"18842","1271208","2048477","Restaurant","Risk 1 (High)",2012-06-04,"Canvass","Pass",0,0,6,1,0,0,0,0.0328767123287671,0,1
"7580","1360217","2048477","Restaurant","Risk 1 (High)",2013-08-12,"Canvass","Pass",0,0,4,0,0,0,0,0.0383561643835616,0,1
"71048","670634","2048495","Restaurant","Risk 2 (Medium)",2012-02-17,"Canvass","Pass",0,0,0,0,0,0,0,0.884931506849315,0,1
"83395","608257","2048510","Restaurant","Risk 1 (High)",2011-09-07,"Canvass","Pass",0,0,4,0,0,0,3,0.263013698630137,0,1
"26348","1206383","2048510","Restaurant","Risk 1 (High)",2012-12-05,"Canvass","Pass w/ Conditions",1,0,6,0,0,0,4,1.24657534246575,0,0
"34933","1277880","2048510","Restaurant","Risk 1 (High)",2013-06-10,"Canvass","Pass",0,0,1,0,0,0,6,0.238356164383562,0,1
"49832","1188598","2048536","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass w/ Conditions",1,0,4,0,0,0,7,0.915068493150685,0,0
"53827","1154391","2048630","Restaurant","Risk 1 (High)",2012-06-14,"Canvass","Pass",0,0,8,0,0,0,0,1.86575342465753,0,1
"40455","1154955","2048630","Restaurant","Risk 1 (High)",2013-03-25,"Canvass","Fail",0,1,10,0,0,0,8,0.778082191780822,0,0
"35471","670783","2048647","Restaurant","Risk 1 (High)",2012-02-24,"Canvass","Pass",0,0,4,0,0,0,0,1.57260273972603,0,1
"55006","1151459","2048647","Restaurant","Risk 1 (High)",2013-07-19,"Canvass","Pass",0,0,2,0,0,0,2,0.580821917808219,0,1
"67203","1235515","2048650","Restaurant","Risk 2 (Medium)",2012-11-19,"Canvass","Pass",0,0,5,0,1,3,7,1.44657534246575,0,1
"77318","1102271","2048653","Other","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,2,0,0,0,2,1.01643835616438,0,1
"88529","1329248","2048653","Other","Risk 1 (High)",2013-04-15,"Canvass","Pass",0,0,4,0,0,0,2,0.912328767123288,0,1
"40654","543625","2048740","Restaurant","Risk 2 (Medium)",2011-09-19,"Canvass","Pass w/ Conditions",0,1,8,0,1,0,4,1.03287671232877,0,0
"3583","1138282","2048777","Restaurant","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,1,0,1,0,4,0.772602739726027,0,1
"29592","1326614","2048777","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Fail",0,1,0,0,0,0,1,0.863013698630137,0,0
"4590","1138280","2048784","Restaurant","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,5,0,0,0,3,0.772602739726027,0,1
"90491","1326714","2048784","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,0,0,0,0,5,0.882191780821918,0,1
"11871","1138279","2048785","Restaurant","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,3,0,0,1,3,0.753424657534247,0,1
"68840","1326715","2048785","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,0,0,0,0,3,0.882191780821918,0,1
"25040","1138281","2048786","Restaurant","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,3,0,0,0,3,0.772602739726027,0,1
"84182","1326629","2048786","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Pass",0,0,0,0,0,0,3,0.863013698630137,0,1
"9165","604427","2048828","Restaurant","Risk 1 (High)",2011-09-20,"Canvass","Pass",0,0,6,0,0,0,6,0.66027397260274,0,1
"40347","612593","2048849","Restaurant","Risk 2 (Medium)",2011-12-06,"Canvass","Pass w/ Conditions",0,2,0,0,0,0,0,1.30684931506849,0,0
"35333","664314","2048886","Restaurant","Risk 1 (High)",2012-01-04,"Canvass","Pass w/ Conditions",0,0,7,0,0,0,0,1.42465753424658,0,0
"72832","670550","2048906","Restaurant","Risk 2 (Medium)",2012-02-16,"Canvass","Pass w/ Conditions",0,1,2,0,0,1,3,1.53698630136986,0,0
"65341","660221","2048939","Restaurant","Risk 1 (High)",2011-09-12,"Canvass","Pass",0,0,3,0,0,1,4,0.972602739726027,0,1
"18553","1202600","2049010","Other","Risk 1 (High)",2013-01-09,"Canvass","Pass",0,0,4,0,0,0,1,1.82465753424658,0,1
"35642","1151256","2049057","Other","Risk 1 (High)",2013-04-24,"Canvass","Pass",0,0,4,0,1,2,2,1.16986301369863,0,1
"87937","1202601","2049061","Other","Risk 1 (High)",2013-01-09,"Canvass","Pass",0,0,0,0,0,0,0,1.82465753424658,0,1
"29063","509425","2049088","Restaurant","Risk 1 (High)",2011-11-17,"Canvass","Pass",0,0,1,0,1,0,0,1.21643835616438,0,1
"23108","659780","2049112","Other","Risk 1 (High)",2011-12-21,"Canvass","Pass",0,0,2,0,0,0,2,1.28767123287671,0,1
"85415","1219207","2049158","Restaurant","Risk 1 (High)",2012-04-18,"Canvass","Pass w/ Conditions",1,1,6,0,0,0,3,1.17260273972603,0,0
"15497","1134306","2049226","Restaurant","Risk 1 (High)",2012-06-06,"Canvass","Pass w/ Conditions",0,1,3,0,1,0,2,1,0,0
"84827","1235084","2049249","Restaurant","Risk 1 (High)",2012-09-07,"Canvass","Pass",0,0,4,0,0,0,5,1.53972602739726,0,1
"88899","610290","2049272","Restaurant","Risk 1 (High)",2011-11-10,"Canvass","Pass",0,0,2,0,0,0,2,0.306849315068493,0,1
"52697","1230099","2049272","Restaurant","Risk 1 (High)",2012-07-16,"Canvass","Pass",0,0,2,0,0,0,2,0.679452054794521,0,1
"91879","1353482","2049272","Restaurant","Risk 1 (High)",2013-07-05,"Canvass","Pass",0,0,2,0,0,0,0,0.104109589041096,0,1
"92337","1324569","2049306","Restaurant","Risk 1 (High)",2013-07-23,"Canvass","Pass",0,0,1,0,2,0,4,1.19178082191781,0,1
"40021","1138401","2049340","Restaurant","Risk 2 (Medium)",2012-07-19,"Canvass","Pass",0,0,2,0,0,0,0,1.11506849315068,0,1
"26589","1138246","2049342","Restaurant","Risk 1 (High)",2012-04-25,"Canvass","Pass",0,0,1,0,0,1,4,0.824657534246575,0,1
"34942","1234529","2049358","Other","Risk 1 (High)",2012-08-09,"Canvass","Fail",0,1,8,0,1,1,5,1.97808219178082,0,0
"18043","1146446","2049358","Other","Risk 1 (High)",2013-06-26,"Canvass","Pass",0,0,6,0,0,1,8,0.857534246575342,0,1
"51911","1285657","2049364","Grocery Store","Risk 3 (Low)",2012-10-02,"Canvass","Pass",0,0,3,0,1,0,5,1.8958904109589,0,1
"67316","1321768","2049365","Other","Risk 1 (High)",2013-02-07,"Canvass","Pass",0,0,5,0,0,1,6,1.17534246575342,0,1
"61005","659934","2049366","Restaurant","Risk 1 (High)",2012-01-10,"Canvass","Pass",0,0,2,0,0,0,1,0.950684931506849,0,1
"52667","1277731","2049366","Restaurant","Risk 1 (High)",2013-03-14,"Canvass","Pass",0,0,3,0,0,0,4,0.89041095890411,0,1
"37122","1188395","2049374","Restaurant","Risk 1 (High)",2012-11-01,"Canvass","Pass",0,0,2,0,0,0,3,1.78082191780822,0,1
"54464","1099110","2049374","Restaurant","Risk 1 (High)",2013-07-25,"Canvass","Pass",0,0,6,0,0,0,2,0.728767123287671,0,1
"8993","1227364","2049378","Restaurant","Risk 1 (High)",2012-06-08,"Canvass","Fail",0,1,3,0,0,0,6,1.18904109589041,0,0
"31637","1305224","2049378","Restaurant","Risk 1 (High)",2013-03-14,"Canvass","Pass",0,0,2,0,0,0,3,0.649315068493151,0,1
"47710","1138845","2049410","Restaurant","Risk 1 (High)",2013-02-25,"Canvass","Pass",0,0,3,0,0,1,1,1.95616438356164,0,1
"26757","577701","2049457","Grocery Store","Risk 2 (Medium)",2011-11-23,"Canvass","Fail",2,3,3,0,0,0,0,1.19178082191781,0,0
"62270","1150924","2049457","Grocery Store","Risk 2 (Medium)",2012-11-13,"Canvass","Pass",0,0,3,0,0,2,3,0.956164383561644,0,1
"59405","1138352","2049605","Restaurant","Risk 1 (High)",2012-06-20,"Canvass","Pass w/ Conditions",1,0,0,0,0,0,2,1.03835616438356,0,0
"22585","1322008","2049605","Restaurant","Risk 1 (High)",2013-02-22,"Canvass","Pass",0,0,4,0,1,0,0,0.676712328767123,0,1
"15774","1322581","2049605","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Pass",0,0,3,0,0,0,4,0.391780821917808,0,1
"68939","614513","2049615","Restaurant","Risk 2 (Medium)",2011-10-03,"Canvass","Fail",0,1,5,0,1,0,2,0.947945205479452,0,0
"85366","671118","2049632","Restaurant","Risk 2 (Medium)",2012-03-20,"Canvass","Pass",0,0,0,0,0,0,0,1.60821917808219,0,1
"48308","614563","2049638","Restaurant","Risk 1 (High)",2011-10-25,"Canvass","Pass",0,0,3,0,0,0,0,0.764383561643836,0,1
"78479","1114233","2049638","Restaurant","Risk 1 (High)",2012-04-27,"Canvass","Pass",0,0,3,0,0,0,3,0.506849315068493,0,1
"76148","1292322","2049638","Restaurant","Risk 1 (High)",2013-02-07,"Canvass","Pass",0,0,3,0,0,0,3,0.783561643835616,0,1
"21893","1196286","20497","Restaurant","Risk 1 (High)",2012-05-03,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"87936","1235784","20497","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass w/ Conditions",1,1,6,0,0,0,3,1.02739726027397,0,0
"26004","1188360","2049789","Other","Risk 1 (High)",2012-09-24,"Canvass","Pass",0,0,2,0,0,0,4,1.16438356164384,0,1
"16495","1154531","2049801","Restaurant","Risk 2 (Medium)",2012-08-29,"Canvass","Fail",0,1,5,0,0,0,4,1.46849315068493,0,0
"89393","1098330","2049892","Restaurant","Risk 1 (High)",2012-05-17,"Canvass","Pass",0,0,10,0,0,0,0,1.76164383561644,0,1
"91053","1138748","2049898","Grocery Store","Risk 3 (Low)",2013-01-11,"Canvass","Pass w/ Conditions",1,2,0,0,0,0,0,2,0,0
"19679","614537","2049903","Restaurant","Risk 2 (Medium)",2011-10-14,"Canvass","Pass",0,0,4,0,0,0,2,1.1013698630137,0,1
"46232","577764","2049907","Restaurant","Risk 1 (High)",2012-01-05,"Canvass","Pass",0,0,0,0,0,0,1,0.69041095890411,0,1
"84281","1150446","2049907","Restaurant","Risk 1 (High)",2012-06-11,"Canvass","Pass",0,0,4,0,0,0,0,0.43013698630137,0,1
"76672","1151189","2049907","Restaurant","Risk 1 (High)",2013-03-21,"Canvass","Pass",0,0,2,0,0,0,4,0.775342465753425,0,1
"82165","670587","2049909","Restaurant","Risk 1 (High)",2012-02-17,"Canvass","Fail",0,1,6,0,0,0,2,0.767123287671233,0,0
"74330","1319336","2049909","Restaurant","Risk 1 (High)",2013-01-17,"Canvass","Fail",1,1,5,0,0,1,6,0.89041095890411,0,0
"23058","671049","2049913","Restaurant","Risk 1 (High)",2012-03-02,"Canvass","Fail",1,2,4,0,0,0,5,0.958904109589041,0,0
"92607","1321896","2049913","Restaurant","Risk 1 (High)",2013-02-15,"Canvass","Pass w/ Conditions",0,1,4,0,0,2,4,0.93972602739726,0,0
"61836","1150763","2049992","Grocery Store","Risk 2 (Medium)",2012-09-21,"Canvass","Pass w/ Conditions",0,1,7,0,1,3,6,2,0,0
"52305","1196273","20500","Restaurant","Risk 1 (High)",2012-04-26,"Canvass","Fail",0,3,6,0,0,2,3,1.37808219178082,0,0
"3883","1235783","20500","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass w/ Conditions",1,1,6,0,0,3,6,1.02739726027397,0,0
"13603","1150378","2050000","Restaurant","Risk 1 (High)",2012-05-21,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,3,0.736986301369863,0,0
"83041","1151194","2050000","Restaurant","Risk 1 (High)",2013-03-25,"Canvass","Pass",0,0,2,0,0,1,3,0.843835616438356,0,1
"71529","1154473","2050002","Grocery Store","Risk 3 (Low)",2012-07-24,"Canvass","Pass",0,0,6,0,0,0,0,1.91780821917808,0,1
"87366","1134228","2050066","Restaurant","Risk 2 (Medium)",2012-04-05,"Canvass","Fail",0,1,2,0,0,0,0,1.55616438356164,0,0
"56151","547887","2050143","Grocery Store","Risk 2 (Medium)",2011-12-15,"Canvass","Fail",1,1,9,0,1,0,0,1.28493150684932,0,0
"24167","1174279","2050143","Grocery Store","Risk 2 (Medium)",2012-06-22,"Canvass","Pass w/ Conditions",2,0,9,0,0,1,9,0.498630136986301,0,0
"7066","537785","2050150","Restaurant","Risk 1 (High)",2011-12-20,"Canvass","Pass",0,0,4,0,0,0,5,1.31780821917808,0,1
"36660","1234919","2050150","Restaurant","Risk 1 (High)",2012-08-27,"Canvass","Pass w/ Conditions",2,0,1,0,0,0,4,0.621917808219178,0,0
"10384","1326365","2050150","Restaurant","Risk 1 (High)",2013-03-15,"Canvass","Pass",0,0,2,0,0,0,1,0.484931506849315,0,1
"60291","679482","2050182","Restaurant","Risk 1 (High)",2012-04-03,"Canvass","Pass",0,0,5,0,0,0,0,1.59452054794521,0,1
"7938","1235946","2050182","Restaurant","Risk 1 (High)",2013-08-28,"Canvass","Pass",0,0,3,0,0,0,0,0.0438356164383562,0,1
"92035","531622","2050220","Restaurant","Risk 1 (High)",2011-10-18,"Canvass","Pass",0,0,3,0,0,0,0,1.14520547945205,0,1
"23329","1096534","2053884","Restaurant","Risk 1 (High)",2012-09-19,"Canvass","Fail",0,1,3,0,0,0,1,2,0,0
"10881","1114799","2053884","Restaurant","Risk 1 (High)",2013-05-01,"Canvass","Pass",0,0,1,0,0,1,3,0.594520547945205,0,1
"18972","679577","2053915","Restaurant","Risk 1 (High)",2012-04-05,"Canvass","Fail",0,1,5,0,0,0,4,1.22739726027397,0,0
"72677","1146423","2053915","Restaurant","Risk 1 (High)",2013-06-06,"Canvass","Fail",0,1,7,0,0,0,5,1.15068493150685,0,0
"45822","670457","2054009","Grocery Store","Risk 3 (Low)",2012-02-15,"Canvass","Fail",0,2,7,0,0,1,4,1.41369863013699,0,0
"11193","1313236","2054027","Other","Risk 2 (Medium)",2012-10-23,"Canvass","Pass",0,0,5,0,0,0,0,2,0,1
"43906","529406","2054048","Grocery Store","Risk 3 (Low)",2011-11-18,"Canvass","Fail",0,1,2,0,2,0,3,1.13698630136986,0,0
"7204","547672","2054096","Other","Risk 2 (Medium)",2011-09-14,"Canvass","Pass w/ Conditions",2,0,9,0,0,0,0,1.01917808219178,0,0
"61732","1343312","2054096","Other","Risk 2 (Medium)",2013-06-05,"Canvass","Fail",0,2,4,0,0,0,9,1.69315068493151,0,0
"34700","614464","2054100","Restaurant","Risk 1 (High)",2011-09-08,"Canvass","Pass",0,0,3,0,0,0,0,1.01917808219178,0,1
"71211","1345259","2054100","Restaurant","Risk 1 (High)",2013-05-16,"Canvass","Pass",0,0,3,0,0,0,0,1.28767123287671,0,1
"48223","1234711","2054239","Restaurant","Risk 1 (High)",2012-08-17,"Canvass","Pass",0,0,1,0,0,0,2,0.654794520547945,0,1
"70089","673250","2054263","Restaurant","Risk 1 (High)",2012-01-09,"Canvass","Fail",0,1,6,0,0,2,5,0.668493150684932,0,0
"54850","1150453","2054263","Restaurant","Risk 1 (High)",2012-06-11,"Canvass","Pass",0,0,3,0,1,0,5,0.397260273972603,0,1
"18886","1151060","2054263","Restaurant","Risk 1 (High)",2013-01-07,"Canvass","Pass",0,0,5,0,0,0,3,0.575342465753425,0,1
"56734","537722","2054273","Grocery Store","Risk 2 (Medium)",2011-11-28,"Canvass","Pass",0,0,4,0,0,0,0,1.26027397260274,0,1
"25796","1353420","2054273","Grocery Store","Risk 2 (Medium)",2013-07-01,"Canvass","Pass w/ Conditions",0,0,7,0,0,0,0,0.0356164383561644,0,0
"44076","1118247","2054345","Other","Risk 1 (High)",2012-04-12,"Canvass","Pass",0,0,1,0,0,0,3,0.728767123287671,0,1
"50544","1154828","2054345","Other","Risk 1 (High)",2013-01-24,"Canvass","Pass",0,0,3,0,0,0,1,0.786301369863014,0,1
"18787","664289","2054363","Restaurant","Risk 1 (High)",2011-12-21,"Canvass","Pass",0,0,7,0,1,1,7,1.25205479452055,0,1
"16312","659387","2054421","Grocery Store","Risk 2 (Medium)",2011-11-18,"Canvass","Pass",0,0,6,0,0,2,7,1.19178082191781,0,1
"53617","612466","2054425","Other","Risk 1 (High)",2011-09-21,"Canvass","Pass",0,0,0,0,1,0,0,0.904109589041096,0,1
"7456","1150774","2054448","Grocery Store","Risk 2 (Medium)",2012-09-24,"Canvass","Pass",0,0,4,0,0,0,0,2,0,1
"46798","545805","2054460","Other","Risk 1 (High)",2012-02-07,"Canvass","Pass w/ Conditions",0,1,5,0,0,2,2,0.975342465753425,0,0
"85677","1202338","2054547","Restaurant","Risk 1 (High)",2012-06-26,"Canvass","Pass",0,0,4,0,0,0,4,1.14794520547945,0,1
"83366","1146332","2054547","Restaurant","Risk 1 (High)",2013-03-06,"Canvass","Pass",0,0,4,0,0,0,4,0.693150684931507,0,1
"86365","1202376","2054578","Restaurant","Risk 1 (High)",2012-07-25,"Canvass","Pass",0,0,2,0,0,0,6,1.23013698630137,0,1
"21965","1300490","2054578","Restaurant","Risk 1 (High)",2012-11-14,"Canvass","Pass",0,0,3,0,0,0,2,0.306849315068493,0,1
"80318","1343275","2054578","Restaurant","Risk 1 (High)",2013-05-17,"Canvass","Pass",0,0,3,0,0,0,3,0.501369863013699,0,1
"87235","1227613","2054635","Grocery Store","Risk 3 (Low)",2012-10-09,"Canvass","Pass",0,0,5,0,0,0,2,2,0,1
"38720","1321542","2054635","Grocery Store","Risk 3 (Low)",2013-01-25,"Canvass","Fail",0,1,2,0,0,0,5,0.295890410958904,0,0
"23792","1138631","2054650","Restaurant","Risk 1 (High)",2012-11-20,"Canvass","Pass",0,0,3,0,0,0,2,1.97808219178082,0,1
"79664","1138630","2054651","Restaurant","Risk 1 (High)",2012-11-20,"Canvass","Pass",0,0,2,0,0,0,6,1.44109589041096,0,1
"53281","1138629","2054652","Restaurant","Risk 1 (High)",2012-11-20,"Canvass","Pass",0,0,3,0,0,0,4,1.44109589041096,0,1
"90627","547813","2054674","Grocery Store","Risk 2 (Medium)",2011-11-09,"Canvass","Pass",0,0,6,0,0,0,0,1.18630136986301,0,1
"87077","1277325","2054755","Restaurant","Risk 1 (High)",2012-08-22,"Canvass","Pass w/ Conditions",1,1,5,0,0,1,7,1.45205479452055,0,0
"79447","1321633","2054755","Restaurant","Risk 1 (High)",2013-01-30,"Canvass","Pass w/ Conditions",0,1,8,0,1,1,5,0.441095890410959,0,0
"34677","670302","2054767","Restaurant","Risk 1 (High)",2012-02-08,"Canvass","Pass",0,0,5,0,0,0,4,0.745205479452055,0,1
"45709","1343330","2054767","Restaurant","Risk 1 (High)",2013-06-13,"Canvass","Pass",0,0,1,0,0,0,5,1.34246575342466,0,1
"53312","1114563","2054847","Restaurant","Risk 1 (High)",2012-11-16,"Canvass","Fail",3,1,6,0,0,1,0,1.03835616438356,0,0
"4972","567635","2054848","Restaurant","Risk 2 (Medium)",2011-10-12,"Canvass","Pass",0,0,1,0,0,1,0,1.03835616438356,0,1
"30216","521923","2054872","Restaurant","Risk 1 (High)",2011-12-07,"Canvass","Pass w/ Conditions",1,1,5,0,0,0,4,1.11506849315068,0,0
"14673","670477","2054889","Restaurant","Risk 1 (High)",2012-02-15,"Canvass","Pass",0,0,0,0,0,0,0,0.638356164383562,0,1
"59883","1099055","2054889","Restaurant","Risk 1 (High)",2013-06-26,"Canvass","Pass",0,0,0,0,0,0,0,1.35890410958904,0,1
"91742","539598","2054891","Restaurant","Risk 1 (High)",2012-01-12,"Canvass","Fail",0,1,4,0,0,0,7,0.504109589041096,0,0
"83345","1096556","2054898","Restaurant","Risk 1 (High)",2012-09-28,"Canvass","Pass w/ Conditions",0,1,4,0,1,2,8,1.61917808219178,0,0
"14120","1114743","2054898","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Pass",0,0,4,0,0,1,4,0.49041095890411,0,1
"37003","1134439","2054922","Restaurant","Risk 2 (Medium)",2012-07-26,"Canvass","Pass w/ Conditions",0,1,1,0,0,0,0,1.87671232876712,0,0
"49080","1230067","2055","Grocery Store","Risk 3 (Low)",2012-07-12,"Canvass","Pass w/ Conditions",2,0,2,0,0,0,0,2,1,0
"87685","547897","2055016","Restaurant","Risk 2 (Medium)",2011-12-20,"Canvass","Fail",0,1,5,0,0,0,0,1.24657534246575,0,0
"76545","577536","2055017","Restaurant","Risk 2 (Medium)",2011-09-15,"Canvass","Pass",0,0,4,0,0,0,0,1.0027397260274,0,1
"67887","1227683","2055017","Restaurant","Risk 2 (Medium)",2012-11-26,"Canvass","Pass",0,0,3,0,0,0,4,1.2,0,1
"32186","614609","2055067","Restaurant","Risk 1 (High)",2011-11-15,"Canvass","Pass",0,0,3,0,0,0,1,0.632876712328767,0,1
"68659","1134567","2055067","Restaurant","Risk 1 (High)",2012-09-19,"Canvass","Fail",0,1,3,0,0,0,3,0.843835616438356,0,0
"36887","1326893","2055067","Restaurant","Risk 1 (High)",2013-04-11,"Canvass","Pass",0,0,2,0,0,1,3,0.53972602739726,0,1
"10377","1227517","2055070","Restaurant","Risk 1 (High)",2012-08-27,"Canvass","Pass",0,0,1,0,0,0,0,0.621917808219178,0,1
"33645","1305244","2055070","Restaurant","Risk 1 (High)",2013-04-01,"Canvass","Pass",0,0,1,0,0,0,1,0.594520547945205,0,1
"88171","1235459","2055100","Restaurant","Risk 2 (Medium)",2012-10-22,"Canvass","Fail",0,1,6,0,1,0,0,2,0,0
"76615","1326980","2055100","Restaurant","Risk 2 (Medium)",2013-04-16,"Canvass","Pass w/ Conditions",2,0,1,0,0,1,6,0.46027397260274,0,0
"3082","666255","2055113","Other","Risk 1 (High)",2011-12-06,"Canvass","Pass",0,0,0,0,0,0,0,1.16986301369863,0,1
"2357","586314","2055115","Other","Risk 1 (High)",2012-01-19,"Canvass","Pass",0,0,2,0,0,0,3,0.479452054794521,0,1
"33975","1324295","2055115","Other","Risk 1 (High)",2013-01-31,"Canvass","Pass",0,0,0,0,0,0,1,0.613698630136986,0,1
"46466","1151520","2055118","Restaurant","Risk 1 (High)",2013-08-08,"Canvass","Pass",0,0,4,0,0,0,0,0.0383561643835616,0,1
"10013","509320","2055142","Restaurant","Risk 1 (High)",2011-09-13,"Canvass","Pass",0,0,3,0,1,1,8,1,0,1
"52543","1230015","2055142","Restaurant","Risk 1 (High)",2012-07-09,"Canvass","Pass",0,0,6,0,0,0,3,0.00547945205479452,0,1
"11355","1154967","2055146","Grocery Store","Risk 2 (Medium)",2013-03-28,"Canvass","Pass w/ Conditions",1,0,7,0,0,1,3,1.04931506849315,0,0
"7375","1324562","2055163","Restaurant","Risk 1 (High)",2013-07-19,"Canvass","Pass",0,0,2,0,0,0,4,1.19178082191781,0,1
"70411","1174451","2055223","Restaurant","Risk 1 (High)",2012-11-15,"Canvass","Pass",0,0,6,0,0,0,5,1.58904109589041,0,1
"18930","634690","2055255","Restaurant","Risk 1 (High)",2011-09-23,"Canvass","Pass",0,0,5,0,0,2,4,0.750684931506849,0,1
"78699","1229756","2055255","Restaurant","Risk 1 (High)",2012-06-15,"Canvass","Fail",1,1,5,0,0,0,5,0.728767123287671,0,0
"46804","1234476","2055266","Grocery Store","Risk 2 (Medium)",2012-08-06,"Canvass","Pass",0,0,2,0,0,0,0,1.8986301369863,0,1
"7300","1106796","2055272","Restaurant","Risk 1 (High)",2013-08-26,"Canvass","Fail",3,4,8,0,1,2,4,1.75616438356164,0,0
"39722","1214531","2055314","Restaurant","Risk 1 (High)",2012-05-01,"Canvass","Pass",0,0,2,0,1,0,7,0.86027397260274,0,1
"34808","1215013","2055382","Restaurant","Risk 2 (Medium)",2012-05-18,"Canvass","Pass w/ Conditions",3,0,7,0,0,0,5,0.901369863013699,0,0
"90157","659644","2055416","Restaurant","Risk 1 (High)",2011-12-12,"Canvass","Pass w/ Conditions",1,0,4,0,0,0,7,0.613698630136986,0,0
"83137","1229355","2055416","Restaurant","Risk 1 (High)",2012-06-05,"Canvass","Pass",0,0,4,0,0,0,4,0.471232876712329,0,1
