"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","pass_flag"
"3300","565609","1000049","Restaurant","Risk 1 (High)",2011-11-15,"Canvass","Pass w/ Conditions",1,0,2,0,0,2,3,1.05753424657534,0,0
"36473","1184517","1000049","Restaurant","Risk 1 (High)",2012-08-15,"Canvass","Pass",0,0,4,0,1,0,2,0.747945205479452,0,1
"32276","1198680","1000245","Restaurant","Risk 1 (High)",2013-01-29,"Canvass","Fail",0,2,8,0,0,1,5,0.956164383561644,0,0
"90239","1198435","1000325","Restaurant","Risk 1 (High)",2012-09-13,"Canvass","Fail",0,2,6,0,1,0,4,1.8958904109589,0,0
"53986","1326874","1000572","Grocery Store","Risk 1 (High)",2013-04-10,"Canvass","Pass w/ Conditions",2,0,2,0,0,0,3,0.402739726027397,0,0
"18782","1134330","1000612","Restaurant","Risk 1 (High)",2012-06-14,"Canvass","Pass",0,0,4,0,0,1,4,1.32602739726027,0,1
"36247","1353245","1000612","Restaurant","Risk 1 (High)",2013-06-21,"Canvass","Pass",0,0,2,0,0,0,4,1.01917808219178,0,1
"88729","1096289","1000894","Restaurant","Risk 1 (High)",2012-05-01,"Canvass","Pass",0,0,2,0,0,1,4,0.712328767123288,0,1
"22253","1114934","1000894","Restaurant","Risk 1 (High)",2013-07-24,"Canvass","Pass",0,0,5,0,0,0,2,1.23013698630137,0,1
"92404","1150883","1000978","Grocery Store","Risk 3 (Low)",2012-10-29,"Canvass","Pass",0,0,4,0,0,1,2,2,0,1
"57919","1106769","1001133","Restaurant","Risk 1 (High)",2013-08-19,"Canvass","Pass",0,0,9,0,0,0,0,2,1,1
"30102","670339","10139","Restaurant","Risk 2 (Medium)",2012-02-09,"Canvass","Pass",0,0,3,0,0,0,2,1.26301369863014,0,1
"60347","1154969","10139","Restaurant","Risk 2 (Medium)",2013-03-28,"Canvass","Pass",0,0,5,0,0,0,3,1.12876712328767,0,1
"48475","569695","10166","Restaurant","Risk 1 (High)",2011-11-15,"Canvass","Pass",0,0,3,0,0,0,1,1.07123287671233,0,1
"17294","1138662","10166","Restaurant","Risk 1 (High)",2012-11-30,"Canvass","Pass",0,0,3,0,0,0,3,1.04383561643836,0,1
"24960","1188324","10169","Restaurant","Risk 2 (Medium)",2012-08-28,"Canvass","Pass w/ Conditions",0,2,2,0,0,0,0,0.0164383561643836,0,0
"52918","1329309","10175","Other","Risk 3 (Low)",2013-05-28,"Canvass","Pass",0,0,5,0,0,0,0,2,1,1
"14738","670831","1021659","Restaurant","Risk 1 (High)",2012-02-27,"Canvass","Fail",0,1,5,0,0,0,0,2,1,0
"21821","1106376","1021782","Restaurant","Risk 2 (Medium)",2012-11-08,"Canvass","Fail",0,2,2,0,0,0,6,2,0,0
"75783","569642","1021790","Restaurant","Risk 1 (High)",2011-10-21,"Canvass","Pass",0,0,3,0,0,0,2,0.997260273972603,0,1
"68378","1138582","1021790","Restaurant","Risk 1 (High)",2012-11-02,"Canvass","Pass",0,0,3,0,0,0,3,1.03561643835616,0,1
"39975","1154422","10228","Other","Risk 1 (High)",2012-06-26,"Canvass","Pass",0,0,6,0,0,0,4,0.934246575342466,0,1
"2977","557652","10229","Restaurant","Risk 1 (High)",2011-12-06,"Canvass","Fail",0,0,0,0,0,0,6,1.52602739726027,0,0
"22709","659732","10229","Restaurant","Risk 1 (High)",2011-12-16,"Canvass","Fail",0,1,2,1,0,0,0,0.0273972602739726,0,0
"64860","614718","10235","Restaurant","Risk 1 (High)",2012-01-24,"Canvass","Pass",0,0,6,0,0,0,0,2,1,1
"6642","1235663","10235","Restaurant","Risk 1 (High)",2013-02-25,"Canvass","Fail",0,1,3,0,0,0,6,1.09041095890411,0,0
"62612","1321662","10240","Restaurant","Risk 1 (High)",2013-01-31,"Canvass","Fail",0,1,6,0,0,1,6,1.71232876712329,0,0
"32126","547769","10306","Grocery Store","Risk 2 (Medium)",2011-10-25,"Canvass","Fail",0,3,7,0,0,2,2,1.61095890410959,0,0
"88124","1146406","10306","Grocery Store","Risk 2 (Medium)",2013-05-17,"Canvass","Fail",0,2,4,0,0,3,7,1.54246575342466,0,0
"24624","569661","10393","Restaurant","Risk 1 (High)",2011-10-28,"Canvass","Fail",0,1,5,0,0,0,0,2,1,0
"87270","1322056","10393","Restaurant","Risk 1 (High)",2013-02-26,"Canvass","Fail",0,2,3,0,0,0,3,0.76986301369863,0,0
"43637","1321404","10399","Restaurant","Risk 1 (High)",2013-01-17,"Canvass","Pass",0,0,4,0,0,1,5,1.32054794520548,0,1
"59256","1230142","10400","Grocery Store","Risk 1 (High)",2012-07-17,"Canvass","Pass w/ Conditions",1,0,5,0,0,2,3,1.8027397260274,0,0
"37602","1329235","10400","Grocery Store","Risk 1 (High)",2013-04-05,"Canvass","Fail",0,1,7,0,1,0,5,0.717808219178082,0,0
"68534","1184474","1042276","Restaurant","Risk 1 (High)",2012-07-26,"Canvass","Pass w/ Conditions",1,0,3,0,2,1,2,0.884931506849315,0,0
"86591","1322347","1042276","Restaurant","Risk 1 (High)",2013-01-30,"Canvass","Pass",0,0,2,0,1,0,3,0.515068493150685,0,1
"29135","659640","1042285","Grocery Store","Risk 1 (High)",2011-12-09,"Canvass","Fail",2,3,0,0,0,0,6,1.52054794520548,0,0
"55776","1184267","1042390","Restaurant","Risk 1 (High)",2012-04-18,"Canvass","Pass",0,0,3,0,0,1,3,0.923287671232877,0,1
"17816","1324358","1042390","Restaurant","Risk 1 (High)",2013-03-15,"Canvass","Pass",0,0,2,0,0,0,3,0.906849315068493,0,1
"72556","1110247","1042399","Restaurant","Risk 1 (High)",2012-09-28,"Canvass","Pass w/ Conditions",1,0,1,0,0,0,4,1.34794520547945,0,0
"52740","517503","1042702","Restaurant","Risk 1 (High)",2011-09-06,"Canvass","Pass w/ Conditions",1,1,7,0,0,0,2,1.02739726027397,0,0
"61954","1198909","1042702","Restaurant","Risk 1 (High)",2013-06-10,"Canvass","Fail",0,3,7,0,0,0,7,1.75342465753425,0,0
"33361","1305329","1042792","Restaurant","Risk 2 (Medium)",2013-06-20,"Canvass","Pass w/ Conditions",2,0,5,0,0,0,5,1.30684931506849,0,0
"21649","539436","1042895","Restaurant","Risk 1 (High)",2011-09-21,"Canvass","Pass w/ Conditions",0,1,6,0,0,0,5,0.783561643835616,0,0
"26037","1102216","1042895","Restaurant","Risk 1 (High)",2012-04-09,"Canvass","Fail",0,1,4,0,0,0,6,0.545205479452055,0,0
"66126","1286201","1042895","Restaurant","Risk 1 (High)",2012-10-30,"Canvass","Pass",0,0,4,0,0,1,4,0.534246575342466,0,1
"20691","1192208","1042895","Restaurant","Risk 1 (High)",2013-05-20,"Canvass","Pass w/ Conditions",1,0,4,0,0,0,4,0.553424657534247,0,0
"2353","1227240","1042910","Restaurant","Risk 1 (High)",2012-05-07,"Canvass","Fail",1,1,7,0,0,0,5,0.991780821917808,0,0
"31136","1305256","1042910","Restaurant","Risk 1 (High)",2013-04-15,"Canvass","Pass",0,0,4,0,0,1,7,0.917808219178082,0,1
"44874","1196241","1042933","Other","Risk 1 (High)",2012-04-03,"Canvass","Pass",0,0,3,0,0,1,4,0.723287671232877,0,1
"78942","1138306","1043118","Restaurant","Risk 1 (High)",2012-05-29,"Canvass","Pass",0,0,8,0,0,0,5,1.09041095890411,0,1
"17982","1110230","1043148","Grocery Store","Risk 1 (High)",2012-09-05,"Canvass","Fail",0,2,4,0,0,0,7,1.61369863013699,0,0
"20188","1092493","1043148","Grocery Store","Risk 1 (High)",2013-07-16,"Canvass","Pass w/ Conditions",1,0,3,0,0,2,4,0.841095890410959,0,0
"20030","1285661","1043368","Restaurant","Risk 2 (Medium)",2012-10-02,"Canvass","Pass",0,0,2,0,0,0,1,1.22191780821918,0,1
"61695","577662","1043422","Restaurant","Risk 1 (High)",2011-11-01,"Canvass","Pass",0,0,4,1,0,1,9,1.24383561643836,0,1
"63780","1202530","1043422","Restaurant","Risk 1 (High)",2012-11-26,"Canvass","Pass",0,0,3,0,0,0,4,1.07123287671233,0,1
"48624","1335487","1043422","Restaurant","Risk 1 (High)",2013-05-10,"Canvass","Pass",0,0,6,0,0,0,3,0.449315068493151,0,1
"24440","614499","1043471","Other","Risk 1 (High)",2011-09-26,"Canvass","Pass",0,0,1,0,0,0,0,1.07123287671233,0,1
"74316","519372","1043532","Other","Risk 1 (High)",2012-01-31,"Canvass","Fail",1,1,6,0,0,0,5,1.43013698630137,0,0
"34924","569594","1043583","Grocery Store","Risk 1 (High)",2011-09-26,"Canvass","Pass",0,0,5,0,0,0,2,0.934246575342466,0,1
"4750","1138668","1043583","Grocery Store","Risk 1 (High)",2012-12-05,"Canvass","Pass",0,0,5,0,0,0,5,1.19452054794521,0,1
"22956","539621","1043591","Restaurant","Risk 1 (High)",2012-01-30,"Canvass","Pass",0,0,6,0,0,1,3,1.59178082191781,0,1
"57212","1329286","1043591","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass",0,0,7,0,0,0,6,1.28219178082192,0,1
"93465","1202630","1043826","Other","Risk 1 (High)",2013-01-25,"Canvass","Pass",0,0,0,0,0,0,0,1.55342465753425,0,1
"23191","614696","1043966","Restaurant","Risk 1 (High)",2012-01-17,"Canvass","Pass",0,0,4,0,0,0,7,1.8,0,1
"67907","1198780","1044031","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Pass",0,0,2,0,0,0,4,2,0,1
"88850","1214320","1044092","Restaurant","Risk 1 (High)",2012-03-15,"Canvass","Fail",0,1,9,0,0,0,9,0.89041095890411,0,0
"9424","1084439","1044092","Restaurant","Risk 1 (High)",2013-03-13,"Canvass","Pass",0,0,4,0,0,1,5,0.964383561643836,0,1
"77155","1188338","1044156","Restaurant","Risk 3 (Low)",2012-09-04,"Canvass","Pass",0,0,3,0,0,0,0,0.0328767123287671,0,1
"46433","1198283","1044305","Restaurant","Risk 1 (High)",2012-05-22,"Canvass","Pass",0,0,4,0,0,0,4,1.01643835616438,0,1
"44195","1335312","1044305","Restaurant","Risk 1 (High)",2013-05-03,"Canvass","Pass",0,0,3,0,0,0,4,0.947945205479452,0,1
"61156","1188244","1044375","Grocery Store","Risk 2 (Medium)",2012-07-06,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,4,1.18082191780822,0,0
"41436","1198969","1044650","Grocery Store","Risk 1 (High)",2013-07-19,"Canvass","Pass",0,0,3,0,1,0,1,1.44383561643836,0,1
"64342","614593","1044712","Restaurant","Risk 1 (High)",2011-11-08,"Canvass","Pass w/ Conditions",1,0,2,0,0,0,3,0.476712328767123,0,0
"47029","1114437","1044712","Restaurant","Risk 1 (High)",2012-08-29,"Canvass","Fail",0,2,6,0,1,0,2,0.805479452054795,0,0
"37137","1335393","1044714","Restaurant","Risk 1 (High)",2013-05-08,"Canvass","Pass",0,0,1,0,0,0,2,1.28493150684932,0,1
"29276","1360246","1044724","Restaurant","Risk 1 (High)",2013-08-13,"Canvass","Pass w/ Conditions",2,0,1,0,0,0,1,0.728767123287671,0,0
"72871","1319601","1044743","Restaurant","Risk 2 (Medium)",2013-06-13,"Canvass","Pass w/ Conditions",1,0,5,0,0,0,2,1.84931506849315,0,0
"35297","1198882","1044746","Restaurant","Risk 1 (High)",2013-05-23,"Canvass","Pass",0,0,3,0,0,0,3,2,0,1
"54865","557670","1044752","Restaurant","Risk 1 (High)",2012-01-18,"Canvass","Fail",0,1,6,0,0,0,5,2,0,0
"73434","1335279","1044752","Restaurant","Risk 1 (High)",2013-05-02,"Canvass","Pass",0,0,5,0,0,1,6,1.26575342465753,0,1
"25478","1335229","1044796","Restaurant","Risk 1 (High)",2013-04-29,"Canvass","Pass",0,0,4,0,2,1,3,1.01095890410959,0,1
"79056","679925","1044839","Restaurant","Risk 1 (High)",2012-04-13,"Canvass","Pass",0,0,5,0,1,0,5,0.750684931506849,0,1
"29499","1336199","1044839","Restaurant","Risk 1 (High)",2013-06-19,"Canvass","Pass w/ Conditions",0,1,4,0,0,0,5,1.18356164383562,0,0
"93756","626389","1044860","Restaurant","Risk 1 (High)",2012-02-03,"Canvass","Pass",0,0,8,0,1,0,8,0.827397260273973,0,1
"320","1343370","1044860","Restaurant","Risk 1 (High)",2013-07-18,"Canvass","Pass",0,0,4,0,0,0,8,1.45205479452055,0,1
"33062","1235294","1044933","Restaurant","Risk 1 (High)",2012-07-26,"Canvass","Pass w/ Conditions",2,0,4,0,1,0,4,1.53424657534247,0,0
"7736","1138397","1044967","Restaurant","Risk 1 (High)",2012-07-18,"Canvass","Pass",0,0,4,0,0,0,4,1,0,1
"38916","1174389","1044988","Grocery Store","Risk 1 (High)",2012-09-12,"Canvass","Pass",0,0,8,0,0,0,6,1.38630136986301,0,1
"10117","1343338","1044988","Grocery Store","Risk 1 (High)",2013-06-20,"Canvass","Pass",0,0,4,0,0,0,8,0.76986301369863,0,1
"75928","1229586","1045099","Restaurant","Risk 1 (High)",2012-06-13,"Canvass","Pass",0,0,8,0,0,1,3,0.572602739726027,0,1
"54573","547894","1045268","Restaurant","Risk 1 (High)",2011-12-20,"Canvass","Pass",0,0,6,0,0,0,11,0.73972602739726,0,1
"39042","1174388","1045268","Restaurant","Risk 1 (High)",2012-09-12,"Canvass","Pass",0,0,6,0,0,0,6,0.728767123287671,0,1
"4422","1084465","1045268","Restaurant","Risk 1 (High)",2013-03-27,"Canvass","Pass",0,0,5,0,0,0,6,0.536986301369863,0,1
"57050","1184520","1045301","Restaurant","Risk 1 (High)",2012-08-16,"Canvass","Pass",0,0,4,0,0,0,3,1.23013698630137,0,1
"73347","670997","1045342","Restaurant","Risk 1 (High)",2012-03-01,"Canvass","Pass w/ Conditions",1,0,3,0,0,0,5,1.05753424657534,0,0
"91447","1322080","1045342","Restaurant","Risk 1 (High)",2013-02-27,"Canvass","Pass w/ Conditions",0,1,2,0,0,0,3,0.975342465753425,0,0
"8036","509399","1045365","Restaurant","Risk 1 (High)",2011-11-02,"Canvass","Pass",0,0,2,0,0,1,7,1.11780821917808,0,1
"9388","1202369","1045365","Restaurant","Risk 1 (High)",2012-07-23,"Canvass","Fail",0,1,4,0,0,0,2,0.723287671232877,0,0
"91543","1146348","1045365","Restaurant","Risk 1 (High)",2013-03-26,"Canvass","Pass",0,0,5,0,0,1,4,0.654794520547945,0,1
"55968","1234392","1045381","Other","Risk 1 (High)",2012-07-31,"Canvass","Pass w/ Conditions",1,0,1,0,0,0,4,1.93972602739726,0,0
"40514","1234391","1045384","Other","Risk 1 (High)",2012-07-31,"Canvass","Pass w/ Conditions",1,0,2,0,0,0,4,1.93972602739726,0,0
"55405","680160","1045391","Restaurant","Risk 1 (High)",2012-03-20,"Canvass","Pass",0,0,5,0,0,0,2,0.989041095890411,0,1
"86067","1319496","1045391","Restaurant","Risk 1 (High)",2013-04-16,"Canvass","Pass",0,0,4,0,0,1,4,0.476712328767123,0,1
"51959","1227610","1045468","Restaurant","Risk 2 (Medium)",2012-10-04,"Canvass","Pass",0,0,7,0,0,0,6,1.62739726027397,0,1
"81695","519291","1045545","Grocery Store","Risk 2 (Medium)",2011-10-28,"Canvass","Fail",0,4,5,0,0,0,0,2,1,0
"14040","659254","1045614","Restaurant","Risk 1 (High)",2011-11-08,"Canvass","Fail",0,3,2,0,1,1,7,1.24109589041096,0,0
"69725","1234402","1045614","Restaurant","Risk 1 (High)",2012-08-01,"Canvass","Fail",0,2,6,0,0,3,3,0.701369863013699,0,0
"72165","1202503","1045634","Restaurant","Risk 1 (High)",2012-11-07,"Canvass","Pass",0,0,4,0,0,3,6,1.64383561643836,0,1
"5220","1146391","1045634","Restaurant","Risk 1 (High)",2013-05-02,"Canvass","Pass",0,0,7,0,0,0,4,0.479452054794521,0,1
"67434","1184229","1045770","Restaurant","Risk 2 (Medium)",2012-03-07,"Canvass","Pass",0,0,3,0,0,1,4,1.65205479452055,0,1
"20445","1150250","1045922","Other","Risk 1 (High)",2012-04-04,"Canvass","Pass",0,0,2,0,0,1,3,0.821917808219178,0,1
"30279","1294252","1046054","Restaurant","Risk 1 (High)",2012-09-20,"Canvass","Pass",0,0,5,0,1,0,2,1.51506849315069,0,1
"77350","1322388","1046054","Restaurant","Risk 1 (High)",2013-02-27,"Canvass","Pass",0,0,2,0,0,0,5,0.438356164383562,0,1
"1378","1184466","1046092","Restaurant","Risk 1 (High)",2012-07-20,"Canvass","Pass",0,0,5,0,0,0,5,1.16986301369863,0,1
"30326","1353695","1046092","Restaurant","Risk 1 (High)",2013-07-16,"Canvass","Pass",0,0,2,0,0,0,5,0.989041095890411,0,1
"20685","634802","1046473","Other","Risk 1 (High)",2011-10-03,"Canvass","Pass",0,0,3,0,0,0,3,0.410958904109589,0,1
"40183","1285900","10468","Restaurant","Risk 1 (High)",2012-10-16,"Canvass","Pass w/ Conditions",1,0,4,0,1,1,5,1.03561643835616,0,0
"15732","671079","1047032","Restaurant","Risk 2 (Medium)",2012-03-15,"Canvass","Fail",0,1,6,0,0,0,4,0.736986301369863,0,0
"45186","1138793","1047059","Restaurant","Risk 1 (High)",2013-01-29,"Canvass","Pass",0,0,3,0,0,1,3,1.66301369863014,0,1
"1326","634945","1047081","Other","Risk 1 (High)",2011-10-13,"Canvass","Pass",0,0,5,0,0,0,5,0.649315068493151,0,1
"16829","1170282","1047081","Other","Risk 1 (High)",2012-02-29,"Canvass","Fail",0,1,4,0,0,0,5,0.380821917808219,0,0
"75975","1106507","1047084","Restaurant","Risk 1 (High)",2013-04-19,"Canvass","Fail",2,1,8,0,2,0,10,1.71506849315068,0,0
"489","1229239","1047098","Other","Risk 1 (High)",2012-05-30,"Canvass","Pass",0,0,2,0,0,0,0,0.767123287671233,0,1
"80248","1106568","1047126","Grocery Store","Risk 1 (High)",2013-05-22,"Canvass","Fail",2,1,6,0,0,0,3,1.92054794520548,0,0
"92176","1227243","1047168","Restaurant","Risk 1 (High)",2012-03-07,"Canvass","Pass",0,0,4,0,0,0,0,2,1,1
"56827","1305305","1047168","Restaurant","Risk 1 (High)",2013-05-24,"Canvass","Pass",0,0,5,0,0,0,4,0.567123287671233,0,1
"76164","1166370","1047189","Grocery Store","Risk 3 (Low)",2013-08-20,"Canvass","Fail",0,1,1,0,0,0,3,2,0,0
"38839","1188534","1047362","Restaurant","Risk 1 (High)",2013-03-18,"Canvass","Fail",0,2,4,0,0,0,4,0.819178082191781,0,0
"71293","673301","10476","Restaurant","Risk 1 (High)",2012-02-02,"Canvass","Fail",1,1,7,0,0,0,3,1.05753424657534,0,0
"20010","1319550","10476","Restaurant","Risk 1 (High)",2013-05-20,"Canvass","Pass",0,0,3,0,0,1,5,0.553424657534247,0,1
"27938","1188430","10477","Grocery Store","Risk 3 (Low)",2012-12-11,"Canvass","Pass",0,0,5,0,0,0,0,2,1,1
"66232","1319322","1047724","Restaurant","Risk 1 (High)",2013-01-10,"Canvass","Pass",0,0,4,0,0,0,6,0.956164383561644,0,1
"52000","1234948","1047845","Other","Risk 1 (High)",2012-08-29,"Canvass","Pass w/ Conditions",0,1,2,0,0,0,0,0.780821917808219,0,0
"86266","1198857","10486","Restaurant","Risk 1 (High)",2013-05-13,"Canvass","Pass",0,0,2,0,0,0,3,2,0,1
"79417","1196239","10488","Restaurant","Risk 1 (High)",2012-04-02,"Canvass","Fail",0,2,5,0,0,0,0,2,1,0
"1813","1335844","1052","Grocery Store","Risk 2 (Medium)",2013-05-31,"Canvass","Fail",2,3,8,0,1,0,4,1.27123287671233,0,0
"53241","1214237","10540","Grocery Store","Risk 2 (Medium)",2012-04-23,"Canvass","Pass w/ Conditions",1,0,4,0,0,3,2,1.46575342465753,0,0
"82855","1277865","1058","Restaurant","Risk 1 (High)",2013-05-28,"Canvass","Pass w/ Conditions",2,0,7,0,0,1,6,1.03013698630137,0,0
"19527","1227523","1060","Restaurant","Risk 1 (High)",2012-08-28,"Canvass","Pass",0,0,1,0,0,0,1,1.64109589041096,0,1
"13991","1335440","1060","Restaurant","Risk 1 (High)",2013-05-09,"Canvass","Pass",0,0,1,0,0,0,1,0.695890410958904,0,1
"52985","670386","10611","Restaurant","Risk 1 (High)",2012-02-10,"Canvass","Fail",0,1,4,0,0,1,8,0.89041095890411,0,0
"11805","1235844","10611","Restaurant","Risk 1 (High)",2013-06-20,"Canvass","Pass",0,0,4,0,0,1,4,1.33698630136986,0,1
"39549","679448","1064","Restaurant","Risk 1 (High)",2012-04-03,"Canvass","Pass",0,0,3,0,0,1,4,0.731506849315068,0,1
"90477","1084416","1064","Restaurant","Risk 1 (High)",2013-02-26,"Canvass","Pass",0,0,3,0,0,0,3,0.901369863013699,0,1
"39763","519369","1069050","Other","Risk 1 (High)",2012-01-27,"Canvass","Pass",0,0,2,0,0,0,4,1.91780821917808,0,1
"59203","1214889","1069067","Restaurant","Risk 1 (High)",2012-05-15,"Canvass","Pass",0,0,4,0,0,1,6,1.64383561643836,0,1
"69574","1099143","1069067","Restaurant","Risk 1 (High)",2013-08-15,"Canvass","Pass",0,0,7,0,0,0,4,1.25205479452055,0,1
"25139","1098573","1069143","Other","Risk 2 (Medium)",2012-09-06,"Canvass","Fail",1,1,9,0,0,0,3,1.98082191780822,0,0
"21904","1114596","1069158","Restaurant","Risk 1 (High)",2012-12-05,"Canvass","Fail",0,1,5,0,0,0,4,1.82465753424658,0,0
"85113","1322004","1069184","Restaurant","Risk 1 (High)",2013-02-22,"Canvass","Pass",0,0,5,0,0,0,4,1.21643835616438,0,1
"3556","1184533","1069215","Restaurant","Risk 2 (Medium)",2012-08-21,"Canvass","Pass w/ Conditions",1,1,3,0,0,0,1,1.66849315068493,0,0
"89800","604524","1069298","Restaurant","Risk 1 (High)",2011-11-28,"Canvass","Pass",0,0,6,0,0,0,7,0.73972602739726,0,1
"89381","1271423","1069298","Restaurant","Risk 1 (High)",2012-11-02,"Canvass","Pass",0,0,6,0,0,0,6,0.928767123287671,0,1
"62082","1326537","1069298","Restaurant","Risk 1 (High)",2013-03-25,"Canvass","Pass w/ Conditions",1,0,8,0,0,0,6,0.391780821917808,0,0
"78284","1324325","1069573","Other","Risk 1 (High)",2013-02-22,"Canvass","Pass",0,0,2,0,0,0,3,1.48767123287671,0,1
"92727","1114351","1069683","Restaurant","Risk 1 (High)",2012-06-28,"Canvass","Pass",0,0,5,0,0,0,0,0.736986301369863,0,1
"26852","1110227","1069760","Restaurant","Risk 2 (Medium)",2012-07-19,"Canvass","Pass",0,0,0,0,0,0,0,0.827397260273973,0,1
"16955","1322504","1069760","Restaurant","Risk 2 (Medium)",2013-05-17,"Canvass","Pass",0,0,2,0,0,0,0,0.827397260273973,0,1
"46160","569683","1069776","Restaurant","Risk 1 (High)",2011-11-08,"Canvass","Pass",0,0,4,0,0,0,5,1.78082191780822,0,1
"68938","1353284","1069776","Restaurant","Risk 1 (High)",2013-06-24,"Canvass","Fail",0,3,4,0,0,0,4,1.62465753424658,0,0
"43482","519367","1069788","Other","Risk 1 (High)",2012-01-27,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"42941","1235902","1069788","Other","Risk 1 (High)",2013-07-31,"Canvass","Pass w/ Conditions",2,0,3,0,0,0,3,1.50684931506849,0,0
"27367","519368","1069789","Other","Risk 1 (High)",2012-01-27,"Canvass","Fail",0,2,1,0,0,0,0,2,1,0
"5356","1345467","1069817","Restaurant","Risk 1 (High)",2013-08-19,"Canvass","Pass",0,0,3,0,0,0,5,1.2986301369863,0,1
"30619","1114243","1069820","Restaurant","Risk 1 (High)",2012-05-02,"Canvass","Pass",0,0,2,0,0,0,3,0.904109589041096,0,1
"34871","1345468","1069820","Restaurant","Risk 1 (High)",2013-08-19,"Canvass","Pass",0,0,4,0,0,0,2,1.2986301369863,0,1
"46910","1235310","1069884","Other","Risk 1 (High)",2012-08-06,"Canvass","Pass",0,0,3,0,0,0,2,1.04383561643836,0,1
"93077","1354084","1069884","Other","Risk 1 (High)",2013-08-06,"Canvass","Fail",0,2,1,0,0,0,3,1,0,0
"10270","1150618","1070032","Restaurant","Risk 2 (Medium)",2012-08-09,"Canvass","Pass",0,0,5,0,0,0,5,1.96164383561644,0,1
"25846","1227546","1070038","Restaurant","Risk 1 (High)",2012-09-05,"Canvass","Pass",0,0,1,0,0,0,2,0.70958904109589,0,1
"7684","1335586","1070038","Restaurant","Risk 1 (High)",2013-05-16,"Canvass","Pass",0,0,2,0,0,0,1,0.693150684931507,0,1
"26544","1271320","1070144","Restaurant","Risk 1 (High)",2012-08-20,"Canvass","Pass",0,0,7,0,0,0,6,1.26027397260274,0,1
"11107","1096419","1070157","Restaurant","Risk 1 (High)",2012-08-07,"Canvass","Fail",0,1,4,0,0,0,0,2,1,0
"5078","1229624","1070164","Restaurant","Risk 1 (High)",2012-06-14,"Canvass","Fail",1,2,2,0,0,0,0,0,0,0
"2173","1227989","1070164","Restaurant","Risk 1 (High)",2013-06-05,"Canvass","Pass",0,0,2,0,1,2,3,0.808219178082192,0,1
"13284","1235297","1070269","Other","Risk 2 (Medium)",2012-07-27,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"15345","659237","10731","Other","Risk 1 (High)",2011-11-07,"Canvass","Fail",0,1,1,0,0,0,1,1.13972602739726,0,0
"85003","1235567","10750","Restaurant","Risk 1 (High)",2012-12-26,"Canvass","Pass",0,0,2,0,0,0,5,1.53150684931507,0,1
"75799","1353857","10750","Restaurant","Risk 1 (High)",2013-07-25,"Canvass","Pass",0,0,3,0,0,0,2,0.575342465753425,0,1
"63619","1230159","10764","Restaurant","Risk 1 (High)",2012-07-17,"Canvass","Pass",0,0,2,0,0,1,4,1.80547945205479,0,1
"7123","1199003","10764","Restaurant","Risk 1 (High)",2013-08-09,"Canvass","Pass",0,0,4,0,0,0,2,1.06301369863014,0,1
"75847","614676","1077","Restaurant","Risk 1 (High)",2012-01-06,"Canvass","Pass",0,0,3,0,0,0,3,0.778082191780822,0,1
"71955","1324565","1077","Restaurant","Risk 1 (High)",2013-07-22,"Canvass","Pass",0,0,5,0,0,0,3,1.53972602739726,0,1
"40628","569763","10798","Grocery Store","Risk 3 (Low)",2011-12-14,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"7644","1235256","10861","Other","Risk 2 (Medium)",2012-06-26,"Canvass","Pass w/ Conditions",1,0,3,0,0,0,0,2,1,0
"93176","1235283","10916","Restaurant","Risk 1 (High)",2012-07-23,"Canvass","Pass",0,0,5,0,0,0,5,1.34246575342466,0,1
"17780","1354000","10916","Restaurant","Risk 1 (High)",2013-08-01,"Canvass","Fail",0,1,5,0,0,1,5,0.767123287671233,0,0
"15327","1198229","1091817","Other","Risk 2 (Medium)",2012-04-25,"Canvass","Pass",0,0,0,0,0,0,0,0.723287671232877,0,1
"41228","1092438","1091817","Other","Risk 2 (Medium)",2013-05-31,"Canvass","Pass",0,0,0,0,0,0,0,1.0986301369863,0,1
"37975","1174483","1091886","Grocery Store","Risk 1 (High)",2012-12-07,"Canvass","Pass",0,0,8,0,0,0,5,1.69041095890411,0,1
"18185","1343287","1091886","Grocery Store","Risk 1 (High)",2013-05-24,"Canvass","Pass",0,0,4,0,0,0,8,0.457534246575342,0,1
"51542","670824","1091966","Restaurant","Risk 1 (High)",2012-02-27,"Canvass","Pass",0,0,7,0,0,0,5,0.958904109589041,0,1
"40652","1321308","1091966","Restaurant","Risk 1 (High)",2013-01-09,"Canvass","Pass w/ Conditions",2,0,2,0,0,0,7,0.868493150684931,0,0
"26316","635042","1092172","Restaurant","Risk 1 (High)",2011-10-24,"Canvass","Fail",1,1,5,0,1,0,5,1.43013698630137,0,0
"44518","1146428","1092172","Restaurant","Risk 1 (High)",2013-06-18,"Canvass","Pass",0,0,6,0,1,1,5,1.64657534246575,0,1
