"RowLabels","dba","address","licensenumber","licensetype","inspectorassigned","inspectiondate","inspectionpurpose"
"3771","RAINBOW FINER FOOD & LIQUOR","6316 S ASHLAND AVE CHICAGO, IL 60636","9138","Food","Joyce Galvin",2014-10-27,"Complaint"
"3772","623 Wabash","623 S WABASH AVE CHICAGO, IL 60605","2049905","Food","Annette Grimes",2014-10-27,"Canvass"
"3773","SUBWAY","2759 W CERMAK RD CHICAGO, IL 60608","2124762","Food","Alejandro Delgado",2014-10-27,"Canvass"
"3774","STARFRUIT CAFE","222 W MERCHANDISE MART PLZ CHICAGO, IL 60654 ","2031651","Food","Hilda Lainjo",2014-10-27,"Canvass"
"3775","UNIVERSAL FRUIT MARKET","1940 W 51ST ST CHICAGO, IL 60609","1121875","Food","Judith Mann-Hamdan",2014-10-27,"Canvass"
"3776","POTBELLY SANDWICH WORKS LLC","2264 N LINCOLN AVE CHICAGO, IL 60614","1592156","Food","Rosarita Buco",2014-10-27,"Canvass"
"3777","YCCS CHATHAM ACADEMY (BOARD OF EDUCATION)","9035 S LANGLEY CHICAGO, IL 60619","CPS2511398","Food","Jacqueline Edwards",2014-10-27,"Canvass"
"3778","PANCHO III CORPORATION","2200-2202 N CALIFORNIA AVE CHICAGO, IL 60647","1575555","Food","Joseph Jantke",2014-10-27,"Canvass"
"3779","FRESHII","26 S CLINTON ST CHICAGO, IL 60661 ","2269350","Food","Nola Martin",2014-10-27,"Canvass"
"3780","LAS FUENTES ICE CREAM CORP","3107 N CENTRAL AVE CHICAGO, IL 60634","2288876","Food","Henry Millan",2014-10-27,"Canvass"
"3781","Dunkin Donuts","3203-3205 W CERMAK RD CHICAGO, IL 60623","2203390","Food","Denise Batinich",2014-10-27,"Canvass Re-Inspection"
"3782","TOWNSHIP","2200-2202 N CALIFORNIA AVE CHICAGO, IL 60647","1575556","Food","Joseph Jantke",2014-10-27,"Canvass"
"3783","TOWNSHIP","2200-2202 N CALIFORNIA AVE CHICAGO, IL 60647","1575555","Food","Joseph Jantke",2014-10-27,"Canvass"
"3784","OGLESBY SCHOOL","7646 S GREEN (832W) CHICAGO, IL 60620","CPS24741","Food","Kimberly Franklin",2014-10-27,"Canvass Re-Inspection"
"3785","EXPRESS MINI MART","4132 W 16TH ST CHICAGO, IL 60623 ","2093975","Food","Denise Batinich",2014-10-27,"Canvass"
"3786","SAMMY G FOOD","4132 W 16TH ST CHICAGO, IL 60623","1542725","Food","Denise Batinich",2014-10-27,"Canvass"
"3787","KEDVALE FOOD INC.","4132 W 16TH ST CHICAGO, IL 60623","1335606","Food","Denise Batinich",2014-10-27,"Canvass"
"3788","RIO MARKET","4132 W 16TH ST CHICAGO, IL 60623","1954757","Food","Denise Batinich",2014-10-27,"Canvass"
"3789","JIMMY FOOD, INC.","4132 W 16TH ST CHICAGO, IL 60623","1767904","Food","Denise Batinich",2014-10-27,"Canvass"
"3790","THE BLUE COFFEE HOUSE","4134 W 16TH ST CHICAGO, IL 60623 ","2065437","Food","Denise Batinich",2014-10-27,"Canvass"
"3791","FOSTER PARK ELEMENTARY SCHOOL","8530 S WOOD (1800W) CHICAGO, IL 60620","CPS23261","Food","Sandra Balfour",2014-10-27,"Canvass Re-Inspection"
"3792","WINGSTOP","3057-3059 N PULASKI RD CHICAGO, IL 60641 ","2278957","Food","Blesilda Guillen",2014-10-27,"Canvass"
"3793","STARBUCKS COFFEE #2334","106 W GERMANIA PL CHICAGO, IL 60610","23108","Food","Michael Kurczewski",2014-10-27,"Canvass Re-Inspection"
"3794","NAF NAF GRILL","28  S WABASH AVE CHICAGO, IL 60603 ","2354666","Food","Marwan Tamimi",2014-10-27,"License"
"3795","TAQUERIA LA CIUDAD","5005 S ASHLAND AVE CHICAGO, IL 60609","2202887","Food","Judith Mann-Hamdan",2014-10-27,"Canvass Re-Inspection"
"3796","Westside Youth Tech ENTREPRENEUR","4213 W MADISON ST CHICAGO, IL 60624","PS1981131","Food","Michelle Jackson",2014-10-27,"Canvass"
"3797","AU CHEVAL","800 W RANDOLPH ST CHICAGO, IL 60607 ","2120653","Food","Anita Brazil",2014-10-27,"Short Form Complaint"
"3798","TASTE  BUD","4123 W MADISON ST CHICAGO, IL 60624 ","2003576","Food","Michelle Jackson",2014-10-27,"Canvass"
"3799","BEGGAR'S PIZZA","5133 S CICERO AVE CHICAGO, IL 60632 ","2089154","Food","Molly Lynch",2014-10-27,"Canvass"
"3800","SAN-MARINO DELI","605 W LAKE ST CHICAGO, IL 60661","1937141","Food","Nola Martin",2014-10-27,"Canvass Re-Inspection"
"3801","UNCLE JOE'S JERK CHICKEN","4655 S DR MARTIN LUTHER KING JR DR CHICAGO, IL 60653","2279057","Food","Jacqueline Edwards",2014-10-27,"Canvass"
"3802","PALETERIA MICHOACANA LA #2, INC.","4222 W 26TH ST CHICAGO, IL 60623","2359456","Food","Denise Batinich",2014-10-27,"License Re-Inspection"
"3803","COFFEE BEAN CAFE CO.","4036 N NARRAGANSETT CHICAGO, IL 60634","2359281","Food","Henry Millan",2014-10-27,"License Re-Inspection"
"3804","M BURGER","5 W ONTARIO ST BLDG CHICAGO, IL 60654 ","2048849","Food","Hilda Lainjo",2014-10-27,"Canvass"
"3805","NEW BUFFET CASTLE  INC","3326 W BELMONT AVE CHICAGO, IL 60618 ","2246913","Food","Audrey Rambus",2014-10-27,"Complaint Re-Inspection"
"3806","STARBUCKS COFFEE #2515","2275 N LINCOLN AVE CHICAGO, IL 60614","1143770","Food","Rosarita Buco",2014-10-27,"Canvass"
"3807","7- ELEVEN","125 S CLARK ST CHICAGO, IL 60603","1547255","Food","Marwan Tamimi",2014-10-27,"Canvass"
"3808","GO GO RESTAURANT","6220 S WESTERN AVE CHICAGO, IL 60636","2359747","Food","Joyce Galvin",2014-10-27,"License"
